学校ID,登録番号,書名,書名ヨミ,書名巻次,版次,叢書名,叢書名ヨミ,叢書名巻次,タイトル関連情報,タイトル関連情報ヨミ,各巻書名,各巻書名ヨミ,各巻書名巻次,著者,著者ヨミ,各巻著者,各巻著者ヨミ,出版地,出版者,出版年,ページ数,サイズ,一般注記,ISBN,ISBN13,TRCナンバー,件名,件名ヨミ,内容,自校分類,NDC,TRC,書誌ID,請求記号,受入年月日
160,160-0-45188,ＣＯＳ衣装ベストセレクション,コス／イショウ／ベスト／セレクション,,,Ｈｅａｒｔ　Ｗａｒｍｉｎｇ　Ｌｉｆｅ　Ｓｅｒｉｅｓ,ハート／ウォーミング／ライフ／シリーズ,,"基本からばっちり！  Ｓ～ＬＬサイズ","キホン／カラ／バッチリ  エス／エルエル／サイズ",,,,,,,,東京,日本ヴォーグ社,２０２２．７,９７ｐ,３０ｃｍ,「すぐに作れるＣＯＳ衣装」（２０１２年刊）と「きれいに作れるＣＯＳ衣装」（２０１３年刊）ほかからの改題、人気作品をまとめ、新作を加えて再編集,4-529-06218-3,978-4-529-06218-3,,"コスプレ  仮装  メイドワンピース、アイドルジャケット、学ラン、スポーツジャージ、つけ袖…。コスプレ衣装に使いやすいベーシックアイテム28点の作り方を紹介。裁縫の基礎や用語集、副資材の使い方も解説。","コスプレ  カソウ",,593,593.3,0,160-687194791478,"593-コ ",2023-07-19
160,160-0-45189,ファッション小物のデザインと描き方,ファッション／コモノ／ノ／デザイン／ト／エガキカタ,,,,,,靴、バッグ、帽子、ベルト、手袋、メガネのデザインを学ぶ,クツ／バッグ／ボウシ／ベルト／テブクロ／メガネ／ノ／デザイン／オ／マナブ,,,,"マヌエーラ・ブラムバッティ∥著  ファビオ・メンコーニ∥著  清水／玲奈∥訳","ブラムバッティ，マヌエーラ  メンコーニ，ファビオ  シミズ，レイナ",,,東京,ホビージャパン,２０２２．１１,２６３ｐ,２６ｃｍ,,4-7986-2850-9,978-4-7986-2850-9,,"ファッション　デザイン画  服飾／スタイル画  ）	服飾  [上位語] => 装飾  [下位語] => 帯  [下位語] => スカーフ  [下位語] => ネクタイ  [下位語] => 装身具  [下位語] => 履物  [下位語] => 被り物  [関連語] => 衣服  [関連語] => 服装  [関連語] => 衣料品  [関連語] => ファッション  [関連語] => ファッション産業  [関連語] => デザイナー (ファッション)  [関連語] => 英語 (ファッション用)  件名（キーワード）	スタイル画  [上位語] => デザイン  [関連語] => 洋裁  [関連語] => ファッション  [関連語] => 服装  本書は、靴、バッグ、帽子、ベルト、手袋、メガネといった、ファッション小物のデザインを学ぶ上で欠かせない知識をまとめた一冊です。靴であれば「ハイヒール」「ブーツ」「サンダル」バッグであれば「ボストンバッグ」「パーキン」と作品のタイプごとに、その形が誕生した歴史をひもときながら様々なデザイン案を提示します。マーカーや色鉛筆を使ったイラストレーションの手法についても必要に応じて解説していますので、実践でもたいへん役立ちます。後半では、素材別の表現方法のほか、クリエイティブな発想を生み出すための資料とアドバイスも掲載しました。本書は、現場で活躍する二人のデザイナーの共著です。彼らの描く図版と作品をふんだんに掲載しましたので、デザインを学ぶ学生をはじめとする、クリエイティブな作品を生み出すすべての人たちに役立つ内容となっています。","フクショク／スタイルガ  デザインガ","１章　靴  ２章　バッグ  ３章　ベルト  ４章　帽子  ５章　手袋とメガネ  ６章　素材と質感  ７章　作品の形とデザイン―着想を得るために  ８章　作品の形とデザイン―デザインを転換させる  ９章　ファッションアクセサリーの近代史",593,593.36,0,160-687194791479,"593-フ ",2023-07-19
160,160-0-45190,親子で考えるから楽しい！世界で学ばれている性教育,オヤコ／デ／カンガエル／カラ／タノシイ／セカイ／デ／マナバレテ／イル／セイキョウイク,,,１時間で一生分の「生きる力」,イチジカン／デ／イッショウブン／ノ／イキル／チカラ,３,"安全、同意、多様性、年齢別で伝えやすい！ユネスコから学ぶ包括的性教育  ５歳～１８歳年齢別でよくわかる　","アンゼン／ドウイ／タヨウセイ／ネンレイベツ／デ／ツタエヤスイ／ユネスコ／カラ／マナブ／ホウカツテキ／セイキョウイク  ゴサイ／ジュウハッサイ／ネンレイベツ／デ／ヨク／ワカル",,,,"上村／彰子∥構成・文  田代／美江子∥監修  大久保／ヒロミ∥まんが＆イラスト","カミムラ，アキコ  タシロ，ミエコ  オオクボ，ヒロミ",,,東京,講談社,２０２２．３,１５９ｐ,２１ｃｍ,,4-06-524914-7,978-4-06-524914-7,,"思春期  この本の言葉  年齢に合わせて親子で『性教育』やってみよう!(1) Age 5-8歳 『自分はかけがえのない存在だと知ろう!』  性教育のこときいてみた! 宮原由紀さん(命育)／知っトク! 性教育のこんなこと(1)／みんなきっとなやんでる!  年齢に合わせて親子で『性教育』やってみよう!(2) Age 8-12歳 『それぞれの違いを認めあい、理解しあおう!』  性教育のこときいてみた! 藥師実芳さん(ReBit)／知っトク! 性教育のこんなこと(2)／みんなきっとなやんでる!  年齢に合わせて親子で『性教育』やってみよう!(3) Age 12-15歳 『たくさんの情報にふれて、どんな自分になるか選択していこう!』  性教育のこときいてみた! 門下祐子さん(東洋大学客員研究員)／知っトク! 性教育のこんなこと(3)／みんなきっとなやんでる!  年齢に合わせて親子で『性教育』やってみよう!(4) Age 15-18歳 『自分の意思で選択し、世界を広げていこう!』  性教育のこときいてみた! 染矢明日香さん(ピルコン)／知っトク! 性教育のこんなこと(4)/(5)／みんなきっとなやんでる!  生き方　考え方","シシュンキ  イキカタ　カンガエカタ","この本の言葉  年齢に合わせて親子で『性教育』やってみよう!(1) Age 5-8歳 『自分はかけがえのない存在だと知ろう!』  性教育のこときいてみた! 宮原由紀さん(命育)／知っトク! 性教育のこんなこと(1)／みんなきっとなやんでる!  年齢に合わせて親子で『性教育』やってみよう!(2) Age 8-12歳 『それぞれの違いを認めあい、理解しあおう!』  性教育のこときいてみた! 藥師実芳さん(ReBit)／知っトク! 性教育のこんなこと(2)／みんなきっとなやんでる!  年齢に合わせて親子で『性教育』やってみよう!(3) Age 12-15歳 『たくさんの情報にふれて、どんな自分になるか選択していこう!』  性教育のこときいてみた! 門下祐子さん(東洋大学客員研究員)／知っトク! 性教育のこんなこと(3)／みんなきっとなやんでる!  年齢に合わせて親子で『性教育』やってみよう!(4) Age 15-18歳 『自分の意思で選択し、世界を広げていこう!』  性教育のこときいてみた! 染矢明日香さん(ピルコン)／知っトク! 性教育のこんなこと(4)/(5)／みんなきっとなやんでる!",493,367.99,0,160-687194791480,"493-シ ",2023-07-19
160,160-0-45191,パンでわかる包括的性教育,パン／デ／ワカル／ホウカツテキ／セイキョウイク,,,,,,入学前までにやっておきたい！将来のための３０のこと,ニュウガクマエ／マデ／ニ／ヤッテ／オキタイ／ショウライ／ノ／タメ／ノ／サンジュウ／ノ／コト,,,,"礒／みゆき∥文  浅井／春夫∥監修  ニシワキ／タダシ∥絵","イソ，ミユキ  アサイ，ハルオ  ニシワキ，タダシ",,,"東京  東京","小学館クリエイティブ  小学館 (発売)",２０２３．４,１４３ｐ,２１ｃｍ,,4-7780-3595-2,978-4-7780-3595-2,,思春期,シシュンキ,"１　からだの権利  ２　関係の多様性  ３　セクシュアリティの多様性  ４　生と死  ５　情報のなかの性  ６　人権としての性",493,367.99,0,160-687194791481,"493-シ ",2023-07-19
160,160-0-45192,１０代のための性の世界の歩き方,ジュウダイ／ノ／タメ／ノ／セイ／ノ／セカイ／ノ／アルキカタ,,,,,,,,,,,"櫻井／裕子∥著  イゴ／カオリ∥漫画","サクライ，ユウコ  イゴ，カオリ",,,"[東京]  東京","時事通信出版局  時事通信社 (発売)",２０２３．４,１６７ｐ,２１ｃｍ,,4-7887-1870-8,978-4-7887-1870-8,,,,,493,367.99,0,160-687194791482,"493-シ ",2023-07-19
160,160-0-45193,ＮＰＯカタリバがみんなと作った不登校－親子のための教科書,エヌピーオー／カタリバ／ガ／ミンナ／ト／ツクッタ／フトウコウ／オヤコ／ノ／タメ／ノ／キョウカショ,,,,,,,,,,,今村／久美∥著,イマムラ，クミ,,,東京,ダイヤモンド社,２０２３．２,２７１ｐ,１９ｃｍ,,4-478-11654-8,978-4-478-11654-8,,"[上位語] => 問題行動  [関連語] => ひきこもり  [関連語] => 不就学児童  [関連語] => 保健室登校  [関連語] => 適応指導教室  第１章　不登校は、誰がなってもおかしくない  第２章　「学校に行きたくない」。その時、どうすれば？  第３章　不登校の子によりそう時の７つの心得  第４章　学校や先生との関わり方  第５章　大丈夫！相談機関や支援施設はこんなにある！  第６章　「オンライン」という新しい解決法  第７章　こんな時、どうする？先輩親子からのヒント  第８章　不登校の子の進路選択  終章　不登校の未来を変える",,"第１章　不登校は、誰がなってもおかしくない  第２章　「学校に行きたくない」。その時、どうすれば？  第３章　不登校の子によりそう時の７つの心得  第４章　学校や先生との関わり方  第５章　大丈夫！相談機関や支援施設はこんなにある！  第６章　「オンライン」という新しい解決法  第７章　こんな時、どうする？先輩親子からのヒント  第８章　不登校の子の進路選択  終章　不登校の未来を変える",371,371.42,0,160-687194791483,"371-フ ",2023-07-19
160,160-0-45194,ちょっとしたことでうまくいく発達障害の人が上手に勉強するための本,チョット／シタ／コト／デ／ウマク／イク／ハッタツ／ショウガイ／ノ／ヒト／ガ／ジョウズ／ニ／ベンキョウ／スル／タメ／ノ／ホン,,,,,,,,,,,安田／祐輔∥著,ヤスダ，ユウスケ,,,東京,翔泳社,２０２１．１２,１５５ｐ,２１ｃｍ,,4-7981-6465-6,978-4-7981-6465-6,,スタディスキル　勉強法　学習　自習,スタディスキル　ベンキョウホウ　ガクシュウ　ジシュウ,"第１章　予定通りにできないのを何とかしたい―スケジュール・段取り対策（スケジュールが立てられない  予定にない科目をやりたくなってしまう　ほか）  第２章　勉強する気が起きないのを何とかしたい―過集中・寝起き対策（得意分野ばかりやってしまう  不得意分野になると頭に入ってこない　ほか）  第３章　上手に講義を受けられないのを何とかしたい―理解力・集中力対策（講師が話している内容が理解できない  長時間座っていることができない　ほか）  第４章　自習ができないのを何とかしたい―継続力・環境作り対策（学んだことをうまくノートに整理できない  勉強に集中できない（視覚編）　ほか）  第５章　試験本番の不安をなくしたい―忘れ物・プレッシャー対策（提出書類の締め切りが守れない  大事な試験に忘れ物をしてしまう　ほか）",379,369.28,0,160-687194791484,"379-ス ",2023-07-19
160,160-0-45195,学校に居場所がないと感じる人のための未来が変わる勉強法,ガッコウ／ニ／イバショ／ガ／ナイ／ト／カンジル／ヒト／ノ／タメ／ノ／ミライ／ガ／カワル／ベンキョウホウ,,,,,,不登校から難関大学へ,フトウコウ／カラ／ナンカン／ダイガク／エ,,,,安田／祐輔∥著,ヤスダ，ユウスケ,,,東京,ＫＡＤＯＫＡＷＡ,２０２２．９,２３７ｐ,１９ｃｍ,,4-04-605722-8,978-4-04-605722-8,,不登校,フトウコウ,"第１章　不登校＝「人生詰んだ」ではない  第２章　“自分に合う”勉強法とは何か  第３章　ゼロから始める勉強のコツ  第４章　走り続けるためには  第５章　不登校の乗り越え方  第６章　「社会」の中で生きるということ",376,376.87,0,160-687194791485,"376-フ ",2023-07-19
160,160-0-45196,特別支援が必要な子どもの「就労」「進学」「進路」相談室,トクベツ／シエン／ガ／ヒツヨウ／ナ／コドモ／ノ／シュウロウ／シンガク／シンロ／ソウダンシツ,,,,,,特別支援教育が専門の学校心理士が保護者のお悩みをスッキリ解消　,トクベツ／シエン／キョウイク／ガ／センモン／ノ／ガッコウ／シンリシ／ガ／ホゴシャ／ノ／オナヤミ／オ／スッキリ／カイショウ,,,,山内／康彦∥著,ヤマウチ，ヤスヒコ,,,東京,ＷＡＶＥ出版,２０２３．２,２３６ｐ,１９ｃｍ,,4-86621-445-0,978-4-86621-445-0,,"特別支援教育／進路指導  序章  第１章　特別支援の現状  第２章　就労について  第３章　進学について  第４章　進路について  第５章　どんな力が必要になるのか  第６章　どのように身につけさせるのか  第７章　良い療育とはどういうものか  第８章　子どもの様々な問題に対する手立て  終章",トクベツシエンキョウイク／シンロシドウ,"序章  第１章　特別支援の現状  第２章　就労について  第３章　進学について  第４章　進路について  第５章　どんな力が必要になるのか  第６章　どのように身につけさせるのか  第７章　良い療育とはどういうものか  第８章　子どもの様々な問題に対する手立て  終章",378,378,0,160-687194791486,"378-ト ",2023-07-19
160,160-0-45197,「みんなと違う」自分を大切にする方法,ミンナ／ト／チガウ／ジブン／オ／タイセツ／ニ／スル／ホウホウ,,,,,,１０代からのメンタルケア,ジュウダイ／カラ／ノ／メンタル／ケア,,,,本田／秀夫∥著,ホンダ，ヒデオ,,,東京,ＫＡＤＯＫＡＷＡ,２０２３．２,１７３ｐ,１９ｃｍ,,4-04-897411-0,978-4-04-897411-0,,"物の見方・考え方  生き方・考え方  精神保健  友だち  努力  悩み01 みんなは楽しそうに話しているのに…  第1章 自分のタイプを知る  第2章 「友だち」ってなんだろう  悩み02 友だち関係でモヤモヤする／悩み03 仲のいい友だちが一人しかいない／悩み04 悩んでいるけど、友だちにも言えない／悩み05 部活や係の仕事を引き受けすぎる／悩み06 どこのグループにも入れない／悩み07 なぜか急にグループからはぶられた  第3章 「努力」ってなんだろう  悩み08 遅刻や忘れ物が多くて叱られる／悩み09 親や先生に「片付けなさい」と言われる／悩み10 夏休みの宿題がいつも終わらない／悩み11 人の話をちゃんと聞けない／悩み12 部活でみんなのようにがんばれない／悩み13 自分に自信が持てない  第4章 「普通」ってなんだろう  悩み14 「普通はこうでしょ」と言われる／悩み15 「友だちと一緒」がときどきしんどい／悩み16 一人が楽なのに心配されてしまう／悩み17 そもそも友だちがつまらなく感じる／悩み18 「自分らしさ」を親が認めてくれない／悩み19 勉強や人間関係がうまくいかない／悩み20 「自分は発達障害かも」と思った  第5章 「みんなと違う」自分との向き合い方",,"悩み01 みんなは楽しそうに話しているのに…  第1章 自分のタイプを知る  第2章 「友だち」ってなんだろう  悩み02 友だち関係でモヤモヤする／悩み03 仲のいい友だちが一人しかいない／悩み04 悩んでいるけど、友だちにも言えない／悩み05 部活や係の仕事を引き受けすぎる／悩み06 どこのグループにも入れない／悩み07 なぜか急にグループからはぶられた  第3章 「努力」ってなんだろう  悩み08 遅刻や忘れ物が多くて叱られる／悩み09 親や先生に「片付けなさい」と言われる／悩み10 夏休みの宿題がいつも終わらない／悩み11 人の話をちゃんと聞けない／悩み12 部活でみんなのようにがんばれない／悩み13 自分に自信が持てない  第4章 「普通」ってなんだろう  悩み14 「普通はこうでしょ」と言われる／悩み15 「友だちと一緒」がときどきしんどい／悩み16 一人が楽なのに心配されてしまう／悩み17 そもそも友だちがつまらなく感じる／悩み18 「自分らしさ」を親が認めてくれない／悩み19 勉強や人間関係がうまくいかない／悩み20 「自分は発達障害かも」と思った  第5章 「みんなと違う」自分との向き合い方",159,498.39,0,160-687194791487,"159-メ ",2023-07-19
160,160-0-45198,図解でわかる障害福祉サービス,ズカイ／デ／ワカル／ショウガイ／フクシ／サービス,,,,,,,,,,,二本柳／覚∥編著,ニホンヤナギ，アキラ,,,東京,中央法規出版,２０２２．５,２１４ｐ,２１ｃｍ,,4-8058-8712-7,978-4-8058-8712-7,,障害者支援にかかわる人に向けた障害福祉サービスの入門書。障害者をとりまく問題から、障害者総合支援法、障害福祉サービスの使い方や実践事例、その他関連制度の知識までを豊富な図とイラストでわかりやすく解説する。,,"第１章　障害者を支援する際、まず知っておきたいこと  第２章　障害者に関する法制度  第３章　障害者総合支援法  第４章　障害福祉サービスの使い方  第５章　障害福祉サービスの実践事例  第６章　障害者の生活を支える制度",369,369.27,0,160-687194791488,"369-シ ",2023-07-19
160,160-0-45199,見えにくい、読みにくい「困った！」を解決するデザイン,ミエニクイ／ヨミニクイ／コマッタ／オ／カイケツ／スル／デザイン,,,,,,,,,,,間嶋／沙知∥著,マジマ，サチ,,,東京,マイナビ出版,２０２２．１１,２２３ｐ,２１ｃｍ,,4-8399-8087-0,978-4-8399-8087-0,,"ユニバーサルデザインダイバーシティやインクルージョンを実現するために、デザインの力でできることを紹介。色、文字、ことば、図解、UIという観点で、基礎知識と改善例を交えて解説する。巻末にワークやチェックリストも掲載。一般件名	グラフィック・アート  ユーザーインターフェース(コンピュータ)  	  [上位語] => デザイン  [下位語] => キッズデザイン  [下位語] => 情報アクセシビリティ  [関連語] => 人間工学  [関連語] => バリアフリー (建築)  [関連語] => バリアフリー (交通)",グラフィック　アート，ユーザー　インターフェース（コンピュータ），ユニバーサル　デザイン,,369,501.8,0,160-687194791489,"369-ユ ",2023-07-19
160,160-0-45200,あなたを閉じこめる「ずるい言葉」,アナタ／オ／トジコメル／ズルイ／コトバ,,,,,,１０代から知っておきたい,ジュウダイ／カラ／シッテ／オキタイ,,,,森山／至貴∥著,モリヤマ，ノリタカ,,,東京,ＷＡＶＥ出版,２０２０．８,２０８ｐ,１９ｃｍ,,4-86621-303-3,978-4-86621-303-3,,"コミュニケーション 　 人間関係 　 話しかた  第１章　“上から目線”がカクレた言葉  第２章　“自分の都合”がカクレた言葉  第３章　“わかってる”がカンチガイな言葉  第４章　“決めつけ”がカンチガイな言葉  第５章　“思いこみ”がカンチガイな言葉  第６章　“偏見”がカクレた言葉  第７章　“時代のせい”がカンチガイな言葉  第８章　“差別意識”がカクレた言葉",,"第１章　“上から目線”がカクレた言葉  第２章　“自分の都合”がカクレた言葉  第３章　“わかってる”がカンチガイな言葉  第４章　“決めつけ”がカンチガイな言葉  第５章　“思いこみ”がカンチガイな言葉  第６章　“偏見”がカクレた言葉  第７章　“時代のせい”がカンチガイな言葉  第８章　“差別意識”がカクレた言葉",361,361.4,0,160-687194791490,"361-コ ",2023-07-19
160,160-0-45201,１０代の妊娠,ジュウダイ／ノ／ニンシン,,,,,,友だちもネットも教えてくれない性と妊娠のリアル,トモダチ／モ／ネット／モ／オシエテ／クレナイ／セイ／ト／ニンシン／ノ／リアル,,,,"にじいろ∥著  髙橋／幸子∥監修","ニジイロ  タカハシ，サチコ",,,小金井,合同出版,２０２１．１２,１５１ｐ,２１ｃｍ,,4-7726-1479-5,978-4-7726-1479-5,,"０１　妊娠したかも、どうしよう…（だれにも言えなくて。すみません。  圧倒的に足りない性の知識　ほか）  ０２　人生を守るための性の知識（日本の義務教育では、性交・避妊・中絶を学ばない  コンドームをつけていても妊娠するのはなぜ？　ほか）  ０３　「産まない」という選択（自分で中絶ってできないですよね？  中絶は女性の権利　ほか）  ０４　「産んで育てる」という選択（産むと決めたら  学校や仕事はどうする？どうなる？　ほか）  ０５　「産んでたくす」という選択（産みたいけど育てられない場合  「乳児遺棄で女性を逮捕」のニュースを見るたびに　ほか）",,"０１　妊娠したかも、どうしよう…（だれにも言えなくて。すみません。  圧倒的に足りない性の知識　ほか）  ０２　人生を守るための性の知識（日本の義務教育では、性交・避妊・中絶を学ばない  コンドームをつけていても妊娠するのはなぜ？　ほか）  ０３　「産まない」という選択（自分で中絶ってできないですよね？  中絶は女性の権利　ほか）  ０４　「産んで育てる」という選択（産むと決めたら  学校や仕事はどうする？どうなる？　ほか）  ０５　「産んでたくす」という選択（産みたいけど育てられない場合  「乳児遺棄で女性を逮捕」のニュースを見るたびに　ほか）",493,367.99,0,160-687194791491,"493-ニ ",2023-07-19
160,160-0-45202,マンガで解説いじめと戦う！プロの対応術　,マンガ／デ／カイセツ／イジメ／ト／タタカウ／プロ／ノ／タイオウジュツ,,,,,,,,,,,"黒川／清作∥マンガ  千葉／孝司∥監修・解説","クロカワ，セイサク  チバ，コウジ",,,東京,小学館,２０２２．３,２３９ｐ,２１ｃｍ,,4-09-311427-1,978-4-09-311427-1,,"いじめ  4年目の小学校教師、廣瀬まどかの学級で、陰湿ないじめが発覚。目の前の事実から逃げようとする彼女を、先輩教師は一喝する-。事実確認、加害者指導、保護者対応、傍観者指導等、現実的な対応術をマンガで解説する。",イジメ,"第１話　いじめと戦うのは誰？（マンガ  いじめ対応の流れとスキル）  第２話　いちばん大切なもの（マンガ  いじめ解決のゴールとは？）  第３話　女王との対決（マンガ  「思い込み」と「怒り」を自覚しよう）  第４話　加害者の母（マンガ  いじめられた子へのアフターケア）  最終話　眺めの良い場所（マンガ  いじめを予防するために）",371,371.42,0,160-687194791492,"371-イ ",2023-07-19
160,160-0-45203,１０代のうちに知っておきたい言葉と心の切りかえ術,ジュウダイ／ノ／ウチ／ニ／シッテ／オキタイ／コトバ／ト／ココロ／ノ／キリカエジュツ,,,,,,日常の＂あの場面＂をどう乗りきればいいかを学ぶ、話し方教室,ニチジョウ／ノ／アノ／バメン／オ／ドウ／ノリキレバ／イイカ／オ／マナブ／ハナシカタ／キョウシツ,,,,大野／萌子∥著,オオノ，モエコ,,,東京,笠間書院,２０２３．６,２３９ｐ,１９ｃｍ,,4-305-70984-4,978-4-305-70984-4,,"自己主張  パーソナル・コミュニケーション  話術  第1章 会話のキャッチボール     case 01 友だちの悩みの受け止め方     case 02 イヤな思いをしたことを友だちに話したい     case 03 知っている情報を友だちに共有したい     case 04 友だちが話題について知らなかった     case 05 話していたことを途中で打ち切りたい     case 06 自慢したいことがある     case 07 SNSでの先輩とのやり取り   	第2章 返事・返答     case 08 興味のある役割をすすめられた     case 09 相手がなにを言いたいかわからない     case 10 めんどうなことをお願いされた     case 11 イヤな提案を断りたい     case 12 うるさく干渉されたときの返事     case 13 家族がこまごま聞いてきてめんどうくさい     case 14 言いたくない話題の返答に困った     case 15 友だちにほめられた     case 16 言った・言わないでケンカになった     case 17 約束していたことを忘れてしまった     case 18 家族に命令されてわずらわしい     case 19 心配してくれる家族への返事   	第3章 注意する・促す・お願いする     case 20 お願いしていたことを友だちが忘れた     case 21 友だちにやる気を出してもらいたい     case 22 後輩にできるようになってほしい     case 23 みんなにもっと真剣に意見を出してもらいたい     case 24 SNSで既読無視された     case 25 勝手なことをする相手に注意したい     case 26 友だちの気になる点を伝えたい     case 27 ミスをした後輩に一言言いたい   	第4章 意見を言う     case 28 友だちの直してほしいところを指摘したい     case 29 やりたくない役を任された     case 30 家族と意見が合わないと相談を受けた     case 31 誘ってくれなかったことへの不満     case 32 ウワサ話への返答     case 33 自分の意見を相手に聞いてもらいたい     case 34 自分のイチオシを友だちにすすめたい     case 35 やめた方がいいと思う気持ちを伝えたい     case 36 してほしいことを相手がしてくれない   	第5章 ほめる・励ます・気をつかう     case 37 友だちの元気がなくて心配     case 38 自信をなくしている友だちを励ましたい     case 39 友だちに励ましの言葉をかけたい     case 40 後輩の悩み相談にのってあげたい     case 41 がんばっている友だちをほめたい     case 42 友だちからの申し出を断りたい   	第6章 心の言葉     case 43 失敗したらどうしよう、と焦ってしまう     case 44 どうせ私なんてと思ってしまう     case 45 悪いことを人のせいにしてしまう     case 46 不安でしかたがない     case 47 嫌われたらどうしよう、と思ってしまう     case 48 SNSの楽しそうな投稿がうらやましい","ワジュツ  ジコシュチョウ","第1章 会話のキャッチボール     case 01 友だちの悩みの受け止め方     case 02 イヤな思いをしたことを友だちに話したい     case 03 知っている情報を友だちに共有したい     case 04 友だちが話題について知らなかった     case 05 話していたことを途中で打ち切りたい     case 06 自慢したいことがある     case 07 SNSでの先輩とのやり取り   	第2章 返事・返答     case 08 興味のある役割をすすめられた     case 09 相手がなにを言いたいかわからない     case 10 めんどうなことをお願いされた     case 11 イヤな提案を断りたい     case 12 うるさく干渉されたときの返事     case 13 家族がこまごま聞いてきてめんどうくさい     case 14 言いたくない話題の返答に困った     case 15 友だちにほめられた     case 16 言った・言わないでケンカになった     case 17 約束していたことを忘れてしまった     case 18 家族に命令されてわずらわしい     case 19 心配してくれる家族への返事   	第3章 注意する・促す・お願いする     case 20 お願いしていたことを友だちが忘れた     case 21 友だちにやる気を出してもらいたい     case 22 後輩にできるようになってほしい     case 23 みんなにもっと真剣に意見を出してもらいたい     case 24 SNSで既読無視された     case 25 勝手なことをする相手に注意したい     case 26 友だちの気になる点を伝えたい     case 27 ミスをした後輩に一言言いたい   	第4章 意見を言う     case 28 友だちの直してほしいところを指摘したい     case 29 やりたくない役を任された     case 30 家族と意見が合わないと相談を受けた     case 31 誘ってくれなかったことへの不満     case 32 ウワサ話への返答     case 33 自分の意見を相手に聞いてもらいたい     case 34 自分のイチオシを友だちにすすめたい     case 35 やめた方がいいと思う気持ちを伝えたい     case 36 してほしいことを相手がしてくれない   	第5章 ほめる・励ます・気をつかう     case 37 友だちの元気がなくて心配     case 38 自信をなくしている友だちを励ましたい     case 39 友だちに励ましの言葉をかけたい     case 40 後輩の悩み相談にのってあげたい     case 41 がんばっている友だちをほめたい     case 42 友だちからの申し出を断りたい   	第6章 心の言葉     case 43 失敗したらどうしよう、と焦ってしまう     case 44 どうせ私なんてと思ってしまう     case 45 悪いことを人のせいにしてしまう     case 46 不安でしかたがない     case 47 嫌われたらどうしよう、と思ってしまう     case 48 SNSの楽しそうな投稿がうらやましい",361,361.454,0,160-687194791493,"361-コ ",2023-07-19
