学校ID,登録番号,書名,書名ヨミ,書名巻次,版次,叢書名,叢書名ヨミ,叢書名巻次,タイトル関連情報,タイトル関連情報ヨミ,各巻書名,各巻書名ヨミ,各巻書名巻次,著者,著者ヨミ,各巻著者,各巻著者ヨミ,出版地,出版者,出版年,ページ数,サイズ,一般注記,ISBN,ISBN13,TRCナンバー,件名,件名ヨミ,内容,自校分類,NDC,TRC,書誌ID,請求記号,受入年月日
160,160-0-1128,熊本御城下の町人,クマモト／ゴジョウカ／ノ／チョウニン,,,郷土文化叢書,キョウド／ブンカ／ソウショ,３,古町むかし話,フルマチ／ムカシ／バナシ,,,,岡崎／鴻吉∥篇,オカザキ，コウキチ,,,熊本,日本談義社,１９５２．１０,２９５ｐ,１９ｃｍ,,,,,,,,092,,0,160-687194783301,"092-オ ",1952-11-07
160,160-0-2572,西村誌,ニシソンシ,,,,,,,,,,,,,,,球磨郡西村,尾方等,１９５５．３,２０８ｐ,２５ｃｍ,,,,,,,,093,,0,160-687194787017,"093-ニ ",1955-09-05
160,160-0-4201,幸野溝,コウノミゾ,,,,,,,,,,,"渋谷／敦∥著  岩下／新吉∥著","シブヤ，アツシ  イワシタ，シンキチ",,,湯前町,幸野溝土地改良区,１９５８・３,２０５，４ｐ,２１ｃｍ,,,,,,,,095,,0,160-687194781257,"095-シ ",1958-04-16
160,160-0-5957,木上村史,キノエ／ソンシ,,,,,,,,,,,高田／素次∥編著,タカダ，モトツグ,,,錦村,木上村史編纂委員会,１９６１．１２,２４０，６０，４ｐ,２２ｃｍ,,,,,,,,092,,0,160-687194782824,"092-キ ",1961-12-11
160,160-0-6929,"古今和歌集  新古今和歌集","コキン／ワカシュウ  シン／コキン／ワカシュウ",,,古典日本文学全集,コテン／ニホン／ブンガク／ゼンシュウ,１２,,,,,,,,,,東京,筑摩書房,１９６２．３,４０４ｐ,２３ｃｍ,,,,,,,,918,,0,160-687194779301,910-コ-12,1963-05-21
160,160-0-7176,土壌線虫,ドジョウ／センチュウ,,,,,,生態と防除,セイタイ／ト／ボウジョ,,,,横尾／多美男∥著,ヨコオ，タミオ,,,東京,明文堂,１９５９,５４１ｐ,２６ｃｍ,,,,,線虫類　作物病虫害,センチュウルイ／サクモツビョウチュウガイ,,613,615,0,160-687194789929,"613-ヨ ",1963-12-04
160,160-0-7185,最新技術＝園芸全編,サイシン／ギジュツ／エンゲイ／センヘン,,,,,,,,,,,清水／茂∥著,シミズ，シゲル,,,,養賢堂,１９６３．１１,８８９ｐ,２２ｃｍ,,,,,,,,620,620,0,160-687194777223,"620-シ ",1963-12-04
160,160-0-8125,原色日本樹木図鑑,ゲンショク／ニホン／ジュモク／ズカン,,,,,,,,,,,岡本／省吾∥編,オカモト，ショウゴ,,,東京,保育社,１９６５．２,３０６ｐ,２２ｃｍ,,,,,,,,470,,0,160-687194784895,"470-オ ",1965-04-19
160,160-0-8133,原色日本蝶類幼虫大図鑑,ゲンショク／ニホン／チョウルイ／ヨウチュウ／ダイズカン,第１巻,,,,,,,,,,"白水／隆∥共著  原／章∥共著","シロウズ，タカシ  ハラ，アキラ",,,大阪,保育社,１９６０,１４２ｐ図版６０ｐ,２７ｃｍ,,,,,蝶,チョウ,アゲハチョウ科，シロチョウ科，マダラチョウ科，ジャノメチョウ科，テングチョウ科，シジミチョウ科，セセリチョウ科，日本産蝶類生態要目一覧,486,486,0,160-687194789928,"486-シ ",1965-04-19
160,160-0-8160,校庭緑化,コウテイ／リョクカ,,,,,,,,,,,吉田／徳治∥著,ヨシダ，トクジ,,,東京,農業図書,１９６１・１１,２１５ｐ,２６ｃｍ,,,,,,,,629,,0,160-687194784894,"629-ヨ ",1965-04-23
160,160-0-8329,日本幼虫図鑑　,ニホン／ヨウチュウ／ズカン,,,,,,,,,,,河田／党∥著,カワダ，アキラ,,,東京,北隆館,１９５９,７１２，７３，５０ｐ図版　,２２ｃｍ,,,,,昆虫　図鑑,コンチュウ　ズカン,,480,486,0,160-687194789926,"480-カ ",1965-05-27
160,160-0-9426,熊本県方言風土記,クマモトケン／ホウゲン／フドキ,,,,,,,,,,,田中／正行∥著,タナカ，マサユキ,,,熊本市,日本談義社,１９６６．１１,２２０ｐ,１９ｃｍ,,,,,,,,098,,0,160-687194782454,"098-タ ",1966-12-08
160,160-0-9948,友情　愛と死,ユウジョウ／アイ／ト／シ,,,,,,,,,,,武者小路／実篤∥著,ムシャノコウジ，サネアツ,,,東京,旺文社,１９６８,３２０ｐ,１６ｃｍ,,,,,,,,080,080,0,160-687194777191,"080-ム ",1968-09-20
160,160-0-11418,いかにして問題をとくか,イカニシテ／モンダイ／オ／トクカ,,,,,,,,,,,"Ｇ・ポリア‖著  柿内／賢信‖訳","ポリア，Ｇ  カキウチ，ケンシン",,,東京,丸善,１９６８．８,２４８ｐ,１８ｃｍ,,,,,,,,410,,0,160-687194787286,"410-ポ ",1969-08-25
160,160-0-11680,花卉園芸総説,カキ／エンゲイ／ソウセツ,,,,,,,,,,,穂坂／八郎∥著,ホサカ，ハチロウ,,,,地球出版,１９６８．１１,２３４ｐ,Ａ５,,,,,,,,627,627,0,160-687194777425,"627-ホ ",1969-12-08
160,160-0-11969,原色樹木検索図鑑,ゲンショク／ジュモク／ケンサク／ズカン,,,,,,,,,,,"石井／忠∥著  天野／","イシイ  アマノ",,,東京,北隆館,１９６４．３,２１１ｐ,２１ｃｍ,,,,,,,,470,,0,160-687194784892,"470-ア ",1970-04-10
160,160-0-12694,カイコによる新生物実験,カイコ／ニ／ヨル／シン／セイブツ／ジッケン,,,,,,生物科学の展開,セイブツ／カガク／ノ／テンカイ,,,,森／精∥編,モリ，タダス,,,東京,三省堂,１９７０,４９１ｐ図,２７ｃｍ,,,,,生物学／蚕　実験,セイブツガク／カイコ　ジッケン／,,461,461,0,160-687194789940,"461-モ ",1971-02-22
160,160-0-12863,変貌する須恵村,ヘンボウスル／スエムラ,,,,,,,,,,,牛島／盛光∥著,ウシジマ，モリミツ,,,京都,ミネルヴァ書房,１９７１．５,３１３，４２ｐ,２２ｃｍ,,,,,,,,093,,0,160-687194782136,"093-ウ ",1971-07-24
160,160-0-13300,神秘なサボテン,シンピ／ナ／サボテン,,,,,,,,,,,伊藤／芳夫∥著,イトウ，ヨシオ,,,東京,農業図書,１９６３．１,２３６ｐ,,,,,,,,,627,627,0,160-687194776744,"627-イ ",1972-02-10
160,160-0-13719,新訳　求麻外史,シンヤク／クマ／ガイシ,,,,,,,,,,,"田代／政?∥著  堂屋敷／竹次郎∥訳註  牛島／盛光∥監修  高田／素次∥解題","タシロ，  ドウヤシキ，タケジロウ  ウシジマ，モリミツ  タカダ，モトツグ",,,熊本市,青潮社,１９７２．３,２４８，３８ｐ,２２ｃｍ,,,,,,,,092,,0,160-687194782370,"092-タ ",1972-08-21
160,160-0-14161,球磨郡誌,クマ／グンシ,上巻,,,,,,,,,,球磨郡教育支会∥編著,クマグン／キョウイク／シカイ,,,東京,名著出版,１９７３．３,７５３ｐ,２２ｃｍ,,,,,,,,092,,0,160-687194782831,092-ク-1,1973-06-30
160,160-0-14174,水俣　深き淵より,ミナマタ／フカキ／フチ／ヨリ,,,,,,塩野武史写真報告,シオノ／タケシ／シャシン／ホウコク,,,,塩野／武史∥著,シオノ，タケシ,,,福岡,西日本新聞社,１９７３．３,１６６ｐ,,,,,,水俣病,ミナマタビョウ,,095,,0,160-687194783242,"095-シ ",1973-07-07
160,160-0-14388,花ー観賞と栽培ー,ハナ／カンショウ／ト／サイバイ,,,,,,,,,,,"浅山／英∥文  夏梅／陸夫∥写真","アサヤマ，エイ  ナツウメ，リクオ",,,東京,読売新聞社,１９７３．８,１５９ｐ,Ｂ４,,,,,,,,672,672,0,160-687194777229,"627-ナ ",1973-11-13
160,160-0-14580,ブドウ栽培の基礎理論,ブドウ／サイバイ／ノ／キソリロン,,,,,,,,,,,"パール・コズマ∥著  粂／栄美子∥編","コズマ，パール  クメ，エミコ",,,,誠文堂新光社,１９７０．１２,３５１ｐ,Ａ６,,,,,,,,625,625,0,160-687194777222,"625-パ ",1974-03-20
160,160-0-14989,万有百科大事典,バンユウ／ヒャッカ／ダイジテン,１９,,,,,,,植物,ショクブツ,,,,,,東京,小学館,１９７４,７１９ｐ,２６ｃｍ,,,,,,,,031,,0,160-687194784917,031-ブ-19,1974-12-20
160,160-0-15500,宝島，ジキル博士とハイド氏,タカラジマ／ジキル／ハカセ／ト／ハイド／シ,,,,,,,,,,,R.L・スティーブンソン∥著,スティーブンソン，Ｒ．Ｌ,,,東京,ほるぷ,１９７５．９,４２７ｐ,１５ｃｍ,,,,,,,,080,080,0,160-687194776997,"080-ス ",1976-03-17
160,160-0-15945,肥後方言集,ヒゴ／ホウゲン／シュウ,,,,,,,,,,,倉岡／幸吉∥著,クラオカ，コウキチ,,,東京,国書刊行会,１９７５．２,１３２，３１ｐ,２２ｃｍ,,,,,,,,098,,0,160-687194782445,"098-ク ",1976-12-08
160,160-0-16251,こころの内と外,ココロ／ノ／ウチ／ト／ソト,,,,,,,,,,,夏目／漱石∥著,ナツメ，ソウセキ,,,,,,,,,,,,,,,914,914,0,160-687194776760,"914-ナ ",
160,160-0-16411,不思議の国のアリス,フシギ／ノ／クニ／ノ／アリス,,,,,,,,,,,ルイス・キャロル∥著,キャロル，ルイス,,,,,,,,,,,,,,,080,080,0,160-687194776808,"080-キ ",
160,160-0-16502,濃魂,ノウコン,,,,,,熊本の農具,クマモト／ノ／ノウグ,,,,熊本日日新聞社編集局∥篇,クマモト／ニチニチ／シンブンシャ,,,熊本,熊本日日新聞社,１９７７．７,４２６ｐ,２２ｃｍ,,,,,,,,096,,0,160-687194782128,"095-ク ",1982-09-02
160,160-0-16707,水上村史,ミズカミ／ソンシ,,,,,,,,,,,高田／素次∥編著,タカダ，モトツグ,,,水上村,荒嶽／茂,１９７０．５,９１１ｐ,２２ｃｍ,,,,,,,,092,,0,160-687194782826,"092-ミ ",1978-02-15
160,160-0-16711,免田小学校創立百周年誌,メンダ／ショウガッコウ／ソウリツ／ヒャクシュウネンシ,,,,,,記念文集,キネン／ブンシュウ,,,,免田小学校創立百周年記念文集編集委員会∥編,メンダ／ショウガッコウ／ソウリツ／ヒャクシュウネン／キネン／ブンシュウ／ヘンシュウ／イインカイ,,,免田,免田小学校創立百周年記念祭実行委員会,１９７６．３,１２０ｐ,２２ｃｍ,非売品,,,,,,,093,,0,160-687194783527,"093-メ ",1978-02-15
160,160-0-17118,薬は毒だ,クスリ／ワ／ドク／ダ,,,,,,,,,,,田村／豊幸∥著,タムラ，トヨユキ,,,東京,農山漁村文化協会,１９７７,,,,,,,,,,499,499,0,160-687194777125,"491-タ ",1978-11-28
160,160-0-17188,これからのブドウ栽培,コレカラ／ノ／ブドウ／サイバイ,,,,,,,,,,,吉原／千代司∥著,ヨシハラ，チヨシ,,,東京,家の光協会,１９７８,１７７ｐ,２２ｃｍ,,,,,,,,625,625,0,160-687194777210,"625-ヨ ",1978-12-01
160,160-0-17190,生理・生態からみた　イチゴの栽培技術,セイリ／セイタイ／カラ／ミタ／イチゴ／ノ／サイバイ／ギジュツ,,,,,,,,,,,本多／藤雄∥著,ホンダ，フジオ,,,,誠文堂新光社,１９７８,４６９ｐ,２２ｃｍ,,,,,,,,626,626,0,160-687194777241,"626-ホ ",1978-12-01
160,160-0-17230,モモ,モモ,,,現代農業技術双書,ゲンダイ／ノウギョウ／ギジュツ／ソウショ,,,,,,,原田／良平∥著,ハラダ，リョウヘイ,,,東京,家の光協会,１９７５,２３２ｐ,２２ｃｍ,,,,,,,,625,625,0,160-687194777422,"625-ハ ",1979-01-23
160,160-0-17289,球磨の植物民俗誌,クマ／ノ／ショクブツ／ミンゾクシ,,,,,,,,,,,乙益／正隆∥著,オトマス，マサタカ,,,東京,地球社,１９７８．１１,２０４ｐ,２２ｃｍ,,,,,,,,094,,0,160-687194782103,"094-オ ",1979-03-07
160,160-0-17402,尊像,ソンゾウ,上,,相良仏堂全調査報告書,サガラ／ブツドウ／ゼンチョウサ／ホウコクショ,第７集,,,,,,上村／重次∥写真・文・編集・筆耕,ウエムラ，,,,人吉市,上村重次,１９６４．１１,ページ付無し〔３１ｐ　内、写真ページが１７枚〕,１８ｃｍ,"写真(片面)による製本も含む 限定版１５冊  非売品",,,,,,,097,,0,160-687194782376,"097-ウ ",1979-03-15
160,160-0-17403,尊像,ソンゾウ,上,,相良仏堂全調査報告書,サガラ／ブツドウ／ゼンチョウサ／ホウコクショ,第７集,,,,,,上村／重次∥写真・文・編集・筆耕,ウエムラ，,,,人吉市,上村重次,１９６４．１１,ページ付無し〔３１ｐ　内、写真ページが１７枚〕,１８ｃｍ,"写真(片面)による製本も含む 限定版１５冊  非売品",,,,,,,097,,0,160-687194782376,097-ウ-7,1979-03-15
160,160-0-17451,肥後の方言,ヒゴ／ノ／ホウゲン,,,,,,,,,,,秋山／正次∥著,アキヤマ，ショウジ,,,東京,桜楓社,１９７９．２,１６６ｐ,２０ｃｍ,,,,,,,,098,,0,160-687194782444,"098-ア ",1979-03-31
160,160-0-17710,従征日記,ジュウセイ／ニッキ,,復刻版,,,,,,,,,"川口／武定∥原著  西南役百年記念出版研究委員会∥縮刷編集者","カワグチ，タケサダ  セイナンノエキ／ヒャクネン／キネン／シュッパン／ケンキュウ／イインカイ",,,熊本,熊本市教育委員会,１９７８．３,３３４ｐ,２７ｃｍ,西南役百年記念出版,,,,,,,092,,0,160-687194781262,"092-カ ",1979-07-03
160,160-0-18074,仁助咄,ニスケ／バナシ,,,,,,近世・肥後農民の生活と思想,キンセイ／ヒゴ／ノウミン／ノ／セイカツ／ト／シソウ,,,,星子／忠義∥訳,ホシコ，タダヨシ,,,福岡市,葦書房,１９７９．９,１５５ｐ,１９ｃｍ,著者は不明,,,,,,,096,,0,160-687194782786,"096-ホ ",1979-12-21
160,160-0-18214,日本怪盗伝,ニホン／カイトウ／デン,,,,,,,,,,,森川／哲郎∥著,モリカワ，テツロウ,,,,三一書房,１９７９,２５０ｐ,２０ｃｍ,,,,,,,,326,326,0,160-687194777113,"326-モ ",1980-03-14
160,160-0-18283,作家の手紙全集,サッカ／ノ／テガミ／ゼンシュウ,,,,,,,,,,,平山／城児∥著,ヒラヤマ，ジョウジ,,,東京,ぎょうせい,１９８０．３,５６１ｐ,２２ｃｍ,,,,,,,,915,915,0,160-687194776952,"915-ヒ ",1980-03-17
160,160-0-18363,野外ハンドブック,ヤガイ／ハンドブック,８,,,,,,,高山植物,コウザン／ショクブツ,,,,"小野／幹雄∥著  木原／浩∥写真","オノ，ミキオ  キハラ，ヒロシ",東京,山と渓谷社,１９８０,２８７ｐ,１９ｃｍ,,,,,,,,470,,0,160-687194777664,"470-オ ",1980-06-09
160,160-0-18391,錦町史,ニシキ／チョウシ,第一巻,,,,,,,,,,高田／素次∥編著,タカダ，モトツグ,,,錦町,錦町教育委員会,１９８０．５,１０４２ｐ,２２ｃｍ,,,,,,,,092,,0,160-687194782822,092-ニ-1,1980-06-15
160,160-0-18554,句集　黒土,クシュウ／クロツチ,,,,,,,,,,,"境／次男∥著  堺／柿園∥著","サカイ，ツギオ  サカイ，カキゾノ",,,菊池市西合志町,境次男,１９８０．７,２６０ｐ,１９ｃｍ,"著者は元球磨農業高校の学校長 非売品",,,,,,,099,,0,160-687194779043,"099-サ ",1980-09-01
160,160-0-18635,原子の発見,ゲンシ／ノ／ハッケン,,,ちくま少年図書館,チクマ／ショウネン／トショカン,４３,,,,,,田中／実∥著,タナカ，ミノル,,,東京,筑摩書房,１９７９,２１５，１８ｐ,２０ｃｍ,,,,,,,,430,,0,160-687194781533,"439-タ ",1980-09-04
160,160-0-18677,カレンダー日本史,カレンダー／ニホン／シ,,,岩波ジュニア新書,イワナミ／ジュニア／シンショ,１１,一日一史話,イチ／ニチ／イチ／シワ,,,,永原／慶二∥編著,ナガハラ，ケイジ,,,東京,岩波書店,１９８０,２０５，１７ｐ,１８ｃｍ,,,,,,,,210,,0,160-687194778050,"210-ナ ",1980-09-09
160,160-0-18689,スイカ　作型とつくり方,スイカ／サクケイ／ト／ツクリカタ,,,,,,,,,,,森田／欣一∥著,モリタ，キンイチ,,,東京,農山漁村文化協会,１９８０,２６０ｐ,１９ｃｍ,,,,,,,,626,626,0,160-687194777318,"626-モ ",1980-09-09
160,160-0-18847,東京占領　,トウキョウ／センリョウ,,,太平洋戦争写真史,タイヘイヨウ／センソウ／シャシンシ,,,,,,,佐久田／繁∥編著,サクダ，シゲル,,,那覇　,月刊沖縄社,１９７９．９,６５４ｐ,３１ｃｍ,,,,,太平洋戦争　（１９４１－１９４５）／日本管理政策,タイヘイヨウセンソウ／（１９４１－１９４５）／ニホンカンリセイサク,,747,747,0,160-687194789922,"747-サ ",1980-10-29
160,160-0-18917,図書委員ハンドブック,トショイイン／ハンドブック,,,,,,,,,,,全国学校図書館協議会図書委員ハンドブック編集委員会∥編,ゼンコク／ガッコウ／トショカン／キョウギカイ／トショイイン／ハンドブック／ヘンシュウ／イインカイ,,,東京,全国学校図書館協議会,１９８０,１５７ｐ,１９ｃｍ,,,,,,,,019,,0,160-687194783916,"019-ゼ ",1981-04-04
160,160-0-18925,水俣　厳存する風景,ミナマタ／ゲンゾンスル／フウケイ,,,,,,芥川仁写真集１９８０,,,,,"芥川／仁∥写真  柳田／耕一∥文","アクタガワ，  ヤナギダ，コウイチ",,,水俣市,水俣病センター相思社,１９８０．１０,１７５ｐ,２９ｃｍ,,,,,,,,095,,0,160-687194783298,"747-ア ",1981-04-04
160,160-0-19049,離乳食とおやつ,リニュウショク／ト／オヤツ,,,,,,,,,,,豊田／和子∥編,トヨタ，カズコ,,,東京,主婦の友社,１９８１,１７８ｐ,２６ｃｍ,,,,,,,,599,599,0,160-687194776641,"599-ト ",1981-08-10
160,160-0-19053,実地経営　養豚大成,ジッチ／ケイエイ／ヨウトン／タイセイ,,,,,,第３次改著,ダイサンジ／カイチョ,,,,笹崎／龍雄∥著,ササザキ，タツオ,,,東京,養賢堂,１９８１,８０３ｐ,２２ｃｍ,,,,,,,,645,,0,160-687194783232,"645-サ ",1981-08-10
160,160-0-19074,自分の感受性くらい,ジブン／ノ／カンジュセイ／クライ,,,,,,,,,,,茨木／のり子∥著,イバラギ，ノリコ,,,東京,花神社,１９８１,９４ｐ,２２ｃｍ,,,,,,,,911.6,,0,160-687194784886,"911.6-イ ",1981-08-10
160,160-0-19086,ことばあそびうた,コトバ／アソビ／ウタ,,,,,,,,,,,"谷川俊太郎‖詩  瀨川／康男‖絵","タニカワ，シュンタロウ  セガワ，ヤスオ",,,東京,福音館書店,１９７３．１０,[ページ付けなし],２３×１５ｃｍ,,,,,,,,911.5,,0,160-687194787526,"911.5-タ ",1981-08-10
160,160-0-19289,奇形ザル,キケイ／ザル,,,,,,野猿公苑からの報告,ノザル／コウエン／カラ／ノ／ホウコク,,,,二ホンザル奇形問題研究会,ニホンザル／キケイ／モンダイ／ケンキュウカイ,,,東京,汐文社,１９７９,２４２ｐ,２０ｃｍ,,,,,,,,491,491,0,160-687194776659,"491-ニ ",1982-01-23
160,160-0-19340,文学に描かれた球磨・人吉,ブンガク／ニ／エガカレタ／クマ／ヒトヨシ,,,,,,,,,,,宗像／夕野火∥著,ムナカタ，ユウノビ,,,〔人吉〕,人吉球磨中学校国語研究会,１９７９．１０,６１ｐ,１９ｃｍ,,,,,,,,099,,0,160-687194782365,"099-ム ",1982-02-04
160,160-0-19596,日本の文学,ニホン／ノ／ブンガク,１５,,,,,石川啄木　正岡子規　高浜虚子,イシカワタクボク／マサオカシキ／タカハマキョシ,,,,谷崎潤一郎∥ほか編,タニザキ，ジュンイチロウ,,,東京,中央公論社,１９６８,５９７ｐ,１８ｃｍ,,,,,,,,918,,0,160-687194777751,913.6-ニ-15,1982-07-03
160,160-0-19612,日本の文学,ニホン／ノ／ブンガク,３７,,,,,横光利一,ヨコミツ／リイチ,,,,"横光／利一∥著  谷崎潤一郎∥ほか編","ヨコミツ，リイチ  タニザキ，ジュンイチロウ",,,東京,中央公論社,１９９６,５３２ｐ,１８ｃｍ,,,,,,,,918,,0,160-687194779121,918-ニ-37,1982-07-03
160,160-0-19634,日本の文学,ニホン／ノ／ブンガク,６９,,,,,三島由紀夫,ミシマ／ユキオ,,,,三島／由紀夫∥著,ミシマ，ユキオ,,,東京,中央公論社,１９６４．１２,５７３ｐ,１８ｃｍ,,,,,,,,918,,0,160-687194778312,918-ニ-69,1982-07-03
160,160-0-19646,図書館六法,トショカン／ロッポウ,,第１版,,,,,,,,,全国学校図書館協議会‖編,ゼンコク／ガッコウ／トショカン／キョウギカイ,,,東京,全国学校図書館協議会,１９７９,６６５ｐ,２２ｃｍ,,,,,,,,011,,0,160-687194787337,"011-ゼ ",1982-09-02
160,160-0-19648,焼酎,ショウチュウ,,,ぱぴるす文庫,パピルス／ブンコ,,,,,,,福満／武雄∥著,フクミツ，タケオ,,,福岡市,葦書房,１９７６．１０,１７６ｐ,１９ｃｍ,,,,,,,,095,,0,160-687194782127,"095-フ ",1982-09-02
160,160-0-19689,写真集　水俣,シャシンシュウ／ミナマタ,,,,,,,,,,,"Ｗ・ユージン・スミス∥著・写真  アイリーン・スミス∥著・写真","スミス，ｗ・ユージン  スミス，アイリーン",,,東京,三一書房,１９８２,１９２ｐ,３０×２４ｃｍ,,,,,水俣病,ミナマタビョウ,,095,,0,160-687194783241,"095-ス ",1982-09-02
160,160-0-19720,友情,ユウジョウ,,,新潮文庫,シンチョウ／ブンコ,,,,,,,武者小路／実篤∥著,ムシャノコウジ，サネアツ,,,東京,新潮社,１９６７．７,１２５ｐ,１５ｃｍ,,,,,,,,913.6,,0,160-687194782249,"913.6-ム ",1982-09-02
160,160-0-19763,みなまた　海のこえ,ミナマタ／ウミ／ノ／コエ,,,きろくのえほん,キロク／ノ／エホン,２,,,,,,"石牟礼／道子∥ぶん  丸木／俊∥え  丸木／位里∥え","イシムレ，ミチコ  マルキ，トシ  マルキ，イリ",,,東京,小峰書店,１９９２．７,一冊〔ページ付け無し〕,２４×２５ｃｍ,,4-338-02202-7,,,水俣病,ミナマタビョウ,,095,,0,160-687194783257,"095-イ ",1982-10-23
160,160-0-19827,球磨郡誌,クマグンシ,,,,,,,,,,,球磨郡教育支会∥著,クマグン／キョウイク／シカイ,,,人吉町,球磨郡教育支会,１９４１．８,１５４３，１２３ｐ,２２ｃｍ,"〔復刻版〕 元は非売品",,,,,,あああ,092,,0,160-687194781864,"092-ク ",1983-01-22
160,160-0-19828,熊本県大百科事典,クマモトケン／ダイヒャッカ／ジテン,,,,,,,,,,,熊本日日新聞社熊本県大百科事典編集委員会∥編集,クマモト／ニチニチ／シンブンシャ／クマモトケン／ダイヒャッカ／ジテン／ヘンシュウ／イインカイ,,,熊本,熊本日日新聞社,１９８２．４,１０２０ｐ,３０ｃｍ,,,,,,,,090,,0,160-687194781865,"090-ク ",1983-01-22
160,160-0-19932,ラルース世界ことわざ名言辞典,ラルース／セカイ／コトワザ／メイゲン／ジテン,,,,,,,,,,,島津／智∥編訳,シマヅ，サトシ,,,東京,角川書店,１９８２,５１３ｐ,２０ｃｍ,,,,,,,,159,,0,160-687194780948,"159-ラ ",1983-03-12
160,160-0-20013,日本農書全集,ニホン／ノウショ／ゼンシュウ,２６,,,,,,,,,,,,,,東京,農山漁村文化協会,１９８３．４,３１２ｐ,２７×１９ｃｍ,,,,,,,,610,,0,160-687194790564,610-ニ-26,1983-05-04
160,160-0-20074,はまなす物語,ハマナス／モノガタリ,,,,,,,,,,,三浦／哲郎∥著,ミウラ，テツロウ,,,東京,講談社,１９８２,３４１ｐ,２０ｃｍ,,,,,,,,913,913,0,160-687194777190,"913-ミ ",1983-09-16
160,160-0-20213,コンニャク,コンニャク,,,特産シリーズ,トクサン／シリーズ,２３,,,,,,渡辺／弘三∥著,ワタナベ，ヒロゾウ,,,東京,農文協,１９８１,１４５ｐ,１９ｃｍ,,,,,,,,617,617,0,160-687194776661,617-ワ-23,1983-09-16
160,160-0-20227,オクラ,オクラ,,,特産シリーズ,トクサン／シリーズ,３９,つくり方と食べ方,ツクリカタ／ト／タベカタ,,,,沢村／敏彦∥著,サワムラ，トシヒコ,,,東京,農山漁村文化協会,１９７５．１２,１３１ｐ,１８ｃｍ,,,,,,,,626,,0,160-687194778167,"626-サ ",1983-09-16
160,160-0-20244,球磨弁いろはまんだら,クマベン／イロハ／マンダラ,,,熊日選書,クマニチ／センショ,,,,,,,"前田／一洋∥著  坂本／福次∥絵","マエダ，カズヒロ  サカモト，フクジ",,,熊本市,熊本日日新聞社,１９８３．８,１９７ｐ,１９ｃｍ,,,,,,,,098,,0,160-687194782131,"098-マ ",1983-09-17
160,160-0-20262,球磨農八十年,クマノウ／ハチジュウネン,,,,,,"創立８０周年記念  明治・大正・昭和の歩み","ソウリツ／ハチジュッシュウネン／キネン  メイジ／タイショウ／ショウワ／ノ／アユミ",,,,球磨農八十周年編集委員∥著,クマノウ／ハチジュッシュウネン／ヘンシュウイイン,,,球磨郡上村,熊本県立球磨農業高等学校,１９８３．２,１１７ｐ,２４×２８ｃｍ,,,,,"球磨農業高校  南稜高校","クマ／ノウギョウ／コウコウ  ナンリョウ／コウコウ",,092,,0,160-687194779704,"092-ク ",1983-09-20
160,160-0-20263,球磨農八十年,クマノウ／ハチジュウネン,,,,,,"創立８０周年記念  明治・大正・昭和の歩み","ソウリツ／ハチジュッシュウネン／キネン  メイジ／タイショウ／ショウワ／ノ／アユミ",,,,球磨農八十周年編集委員∥著,クマノウ／ハチジュッシュウネン／ヘンシュウイイン,,,球磨郡上村,熊本県立球磨農業高等学校,１９８３．２,１１７ｐ,２４×２８ｃｍ,,,,,"球磨農業高校  南稜高校","クマ／ノウギョウ／コウコウ  ナンリョウ／コウコウ",,092,,0,160-687194779704,"092-イ ",1983-09-20
160,160-0-20264,球磨農八十年,クマノウ／ハチジュウネン,,,,,,"創立８０周年記念  明治・大正・昭和の歩み","ソウリツ／ハチジュッシュウネン／キネン  メイジ／タイショウ／ショウワ／ノ／アユミ",,,,球磨農八十周年編集委員∥著,クマノウ／ハチジュッシュウネン／ヘンシュウイイン,,,球磨郡上村,熊本県立球磨農業高等学校,１９８３．２,１１７ｐ,２４×２８ｃｍ,,,,,"球磨農業高校  南稜高校","クマ／ノウギョウ／コウコウ  ナンリョウ／コウコウ",,092,,0,160-687194779704,"092-ク ",1983-09-20
160,160-0-20336,中性子物理の世界,チュウセイシ／ブツリ／ノ／セカイ,,,ブルーバックス,ブルー／バックス,,,,,,,平川／金四郎∥著,ヒラカワ，キンシロウ,,,東京,講談社,１９８３,２３６ｐ,１８ｃｍ,,,,,,,,429,,0,160-687194777860,"429-ヒ ",1983-12-08
160,160-0-20339,恐竜の時代,キョウリュウ／ノ／ジダイ,,,,,,,,,,,ビョルンクルテン∥著,クルテン，ビョルン,,,東京,平凡社,１９８３,３２８ｐ,２０ｃｍ,,,,,,,,457,,0,160-687194778049,"457-ク ",1983-12-08
160,160-0-20408,図録山漁村生活史事典,ズロク／サンギョソン／セイカツシ／ジテン,,,,,,,,,,,秋山／高志∥［ほか］共編,アキヤマ，タカシ,,,東京,柏書房,１９８１．８,２３５ｐ,２７ｃｍ,,,,,山村　漁村,サンソン／ギョソン,,210,210,0,160-687194790690,"210  ",1984-01-26
160,160-0-20440,写真秘録　東京裁判,シャシン／ヒロク／トウキョウ／サイバン,,,,,,,,,,,講談社∥編,コウダンシャ,,,東京,講談社,１９８４,１１９ｐ,２９×２１ｃｍ,,,,,,,,210,210,0,160-687194777189,"210-コ ",1984-03-08
